ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 3, 11, 3, 13, 0, 28, 10, 27, 0, 14, 0, 0, 18, 19, 0, 18, 19, 14, 0, 19, 8, 10, 0, 14, 8
0, 19, 10, 20, 8, 15, 19, 19, 0, 27, 19, 0, 0, 10, 0, 20, 12, 0, 16, 0, 31, 27, 0, 0, 10, 0
0, 26, 24, 8, 16, 0, 28, 3, 0, 0, 19, 0, 0, 0, 27, 27, 10, 0, 19, 19, 19, 16, 0, 0, 0, 0
0, 22, 24, 10, 0, 3, 28, 19, 10, 19, 0, 0, 14, 14, 0, 14, 0, 20, 0, 0, 0, 0, 19, 12, 16, 0
0, 19, 19, 19, 8, 2, 24, 0, 31, 7, 16, 10, 10, 0, 7, 0, 0, 12, 0, 0, 12, 0, 0, 27, 0, 0
0, 13, 0, 8, 3, 27, 17, 13, 0, 0, 19, 0, 14, 19, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
0, 22, 6, 30, 0, 30, 15, 18, 16, 18, 20, 27, 18, 0, 0, 0, 0, 20, 0, 0, 0, 0, 16, 0, 27, 0
0, 10, 29, 30, 10, 12, 23, 20, 19, 16, 14, 0, 12, 3, 0, 0, 0, 0, 0, 31, 0, 0, 10, 19, 14, 0
0, 19, 19, 3, 12, 12, 23, 16, 7, 14, 19, 0, 0, 19, 19, 30, 16, 0, 0, 20, 20, 0, 0, 0, 19, 16
0, 0, 16, 0, 31, 3, 16, 0, 0, 0, 0, 8, 27, 12, 0, 0, 28, 27, 0, 0, 0, 0, 0, 0, 10, 0
0, 14, 21, 31, 19, 13, 18, 10, 20, 8, 8, 18, 0, 2, 12, 0, 27, 0, 14, 28, 0, 0, 10, 0, 0, 0
0, 0, 19, 14, 16, 4, 27, 12, 9, 19, 18, 0, 0, 0, 0, 31, 12, 19, 0, 0, 10, 0, 0, 0, 0, 0
0, 3, 19, 8, 30, 12, 12, 16, 19, 1, 27, 0, 0, 16, 0, 11, 16, 0, 16, 0, 0, 0, 0, 0, 16, 0
0, 6, 12, 19, 20, 19, 3, 31, 8, 19, 20, 0, 0, 0, 0, 27, 10, 0, 12, 19, 0, 30, 27, 27, 19, 14
0, 10, 29, 27, 0, 8, 10, 27, 19, 0, 0, 0, 0, 3, 3, 27, 0, 28, 8, 0, 0, 19, 0, 0, 0, 27
0, 19, 19, 3, 19, 19, 28, 0, 16, 17, 20, 28, 27, 12, 19, 10, 0, 0, 0, 16, 27, 0, 0, 0, 0, 0
0, 3, 15, 4, 18, 19, 0, 0, 0, 20, 27, 20, 10, 12, 14, 19, 19, 19, 0, 16, 0, 0, 0, 0, 0, 18
0, 6, 0, 0, 3, 20, 0, 27, 14, 19, 17, 18, 0, 28, 1, 19, 0, 27, 10, 0, 0, 12, 0, 0, 0, 16
0, 3, 18, 10, 17, 19, 0, 13, 0, 16, 19, 28, 0, 0, 0, 12, 0, 16, 0, 0, 0, 0, 18, 16, 16, 16
0, 19, 14, 20, 0, 22, 24, 0, 28, 10, 31, 27, 19, 10, 0, 0, 8, 27, 0, 19, 0, 19, 0, 0, 0, 10
0, 10, 14, 8, 14, 0, 8, 18, 19, 0, 19, 0, 19, 16, 0, 0, 0, 3, 19, 10, 30, 10, 27, 0, 0, 8
0, 0, 0, 10, 19, 2, 2, 0, 27, 19, 3, 14, 10, 0, 0, 0, 10, 0, 19, 0, 0, 27, 0, 16, 0, 0
0, 8, 31, 24, 0, 30, 12, 18, 0, 0, 8, 0, 0, 3, 0, 0, 14, 0, 14, 0, 14, 20, 0, 0, 14, 0
0, 6, 14, 17, 19, 22, 17, 10, 12, 27, 27, 0, 0, 0, 0, 0, 16, 0, 16, 0, 0, 19, 0, 27, 0, 0
0, 19, 30, 30, 30, 19, 0, 14, 10, 0, 19, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 0
0, 16, 3, 0, 24, 20, 16, 3, 18, 3, 0, 31, 10, 31, 12, 0, 12, 0, 0, 16, 0, 20, 20, 0, 0, 0
0, 0, 4, 7, 27, 19, 0, 17, 10, 19, 27, 20, 0, 8, 12, 0, 12, 0, 0, 10, 14, 0, 0, 0, 10, 19
0, 9, 14, 19, 8, 18, 0, 0, 19, 0, 11, 0, 16, 0, 0, 0, 18, 19, 0, 12, 0, 0, 0, 0, 16, 0
0, 26, 26, 3, 18, 4, 8, 0, 12, 27, 14, 12, 0, 0, 8, 27, 0, 14, 0, 16, 0, 0, 3, 0, 12, 0
0, 10, 19, 19, 18, 24, 10, 0, 13, 0, 0, 0, 10, 0, 27, 20, 27, 14, 19, 0, 0, 16, 20, 0, 0, 0
0, 5, 8, 10, 0, 0, 19, 0, 3, 31, 0, 11, 0, 28, 0, 3, 0, 11, 10, 19, 19, 0, 19, 0, 0, 27
0, 10, 10, 19, 31, 10, 0, 28, 18, 16, 12, 10, 0, 20, 29, 14, 0, 0, 14, 0, 19, 0, 16, 27, 19, 8
0, 3, 30, 18, 19, 0, 0, 0, 10, 27, 24, 3, 31, 0, 0, 0, 27, 0, 27, 27, 0, 19, 10, 16, 0, 0
0, 19, 21, 28, 18, 0, 27, 10, 16, 0, 28, 27, 0, 0, 19, 28, 3, 0, 0, 0, 0, 0, 0, 0, 19, 0
0, 10, 26, 19, 3, 19, 30, 20, 31, 0, 0, 14, 19, 0, 11, 0, 31, 10, 0, 0, 0, 0, 19, 27, 0, 0
0, 0, 28, 19, 14, 2, 27, 0, 0, 0, 30, 9, 0, 19, 0, 0, 19, 0, 20, 20, 0, 0, 3, 27, 0, 0
0, 19, 17, 13, 21, 20, 19, 27, 19, 12, 0, 10, 20, 31, 0, 0, 14, 3, 10, 14, 0, 0, 19, 0, 0, 0
0, 5, 10, 22, 26, 0, 8, 0, 27, 0, 0, 0, 0, 8, 0, 20, 0, 31, 0, 8, 16, 12, 0, 0, 0, 0
0, 16, 19, 10, 18, 27, 0, 0, 15, 19, 0, 10, 0, 0, 0, 10, 10, 0, 8, 19, 3, 31, 16, 8, 16, 0
0, 22, 5, 0, 0, 16, 10, 19, 0, 18, 27, 0, 10, 19, 0, 0, 0, 0, 27, 0, 0, 0, 28, 0, 0, 0
0, 10, 10, 11, 30, 19, 2, 15, 0, 19, 10, 20, 19, 30, 0, 0, 20, 19, 10, 0, 0, 0, 8, 0, 19, 16
0, 19, 8, 11, 19, 17, 7, 28, 19, 27, 27, 0, 0, 0, 19, 0, 0, 19, 0, 27, 0, 0, 0, 17, 0, 0
0, 3, 19, 14, 0, 19, 28, 10, 4, 12, 0, 14, 0, 19, 7, 0, 0, 0, 0, 0, 12, 27, 0, 16, 0, 0
0, 0, 0, 30, 15, 10, 12, 0, 19, 27, 27, 30, 17, 0, 27, 0, 17, 16, 0, 0, 19, 0, 0, 8, 31, 0
0, 3, 22, 3, 19, 0, 0, 10, 0, 24, 12, 20, 0, 3, 0, 0, 0, 8, 0, 19, 0, 0, 0, 0, 0, 0
0, 10, 14, 19, 16, 17, 31, 12, 10, 20, 20, 0, 11, 10, 0, 0, 0, 0, 0, 0, 18, 0, 19, 12, 19, 0
0, 30, 22, 0, 17, 19, 8, 24, 12, 19, 20, 0, 14, 27, 24, 0, 27, 10, 0, 19, 12, 0, 8, 8, 0, 0
0, 19, 6, 12, 12, 24, 30, 30, 20, 31, 8, 0, 3, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0
0, 3, 23, 28, 19, 8, 18, 11, 30, 19, 19, 0, 14, 19, 18, 10, 18, 18, 14, 20, 8, 0, 0, 0, 0, 0
0, 5, 3, 16, 0, 19, 3, 20, 10, 9, 19, 0, 19, 12, 27, 0, 10, 14, 0, 0, 0, 0, 0, 0, 19, 14
0, 13, 0, 19, 30, 0, 18, 20, 10, 0, 3, 19, 8, 0, 18, 12, 19, 0, 0, 0, 16, 3, 0, 27, 0, 0
0, 3, 19, 10, 18, 0, 0, 0, 19, 16, 8, 20, 0, 0, 8, 0, 28, 0, 0, 16, 0, 0, 0, 0, 0, 0
0, 13, 10, 8, 30, 0, 15, 18, 19, 0, 19, 3, 0, 27, 0, 0, 20, 0, 19, 19, 0, 0, 20, 0, 20, 31
0, 0, 26, 0, 12, 19, 19, 19, 28, 19, 0, 16, 0, 0, 0, 14, 16, 27, 20, 0, 19, 0, 12, 0, 0, 20
0, 10, 10, 19, 0, 12, 8, 28, 24, 10, 0, 18, 14, 8, 0, 0, 0, 0, 0, 0, 12, 0, 0, 19, 0, 27
0, 3, 29, 0, 0, 19, 18, 18, 0, 27, 16, 0, 16, 0, 0, 27, 10, 16, 0, 0, 0, 0, 0, 0, 0, 0
0, 3, 19, 3, 3, 28, 24, 14, 0, 0, 0, 31, 27, 0, 10, 8, 19, 10, 0, 10, 19, 0, 0, 0, 0, 0
0, 25, 3, 23, 31, 11, 18, 0, 9, 0, 27, 0, 8, 10, 20, 0, 0, 0, 16, 0, 0, 8, 0, 0, 0, 10
0, 19, 19, 12, 19, 14, 12, 0, 14, 14, 20, 14, 12, 0, 20, 12, 0, 10, 18, 0, 27, 14, 8, 10, 18, 8
0, 19, 14, 0, 8, 10, 18, 16, 19, 8, 16, 14, 0, 14, 11, 12, 0, 0, 27, 12, 10, 0, 0, 0, 0, 0
0, 19, 19, 14, 3, 19, 15, 20, 0, 28, 20, 0, 0, 19, 0, 19, 14, 19, 12, 0, 0, 0, 0, 0, 0, 20
0, 0, 28, 0, 19, 0, 16, 14, 19, 26, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0
0, 0, 19, 20, 27, 0, 0, 27, 20, 12, 0, 0, 15, 8, 31, 0, 10, 10, 0, 0, 12, 27, 10, 0, 0, 0
0, 19, 16, 0, 19, 0, 0, 27, 0, 27, 11, 27, 28, 0, 14, 27, 0, 0, 0, 0, 0, 0, 0, 19, 3, 8
0, 0, 18, 12, 14, 10, 17, 27, 29, 31, 0, 0, 3, 10, 18, 0, 0, 0, 0, 0, 14, 19, 0, 0, 0, 19
0, 0, 14, 10, 12, 4, 0, 17, 10, 20, 10, 20, 0, 0, 10, 0, 18, 18, 0, 0, 0, 0, 0, 27, 0, 0
0, 26, 0, 19, 18, 2, 8, 17, 12, 30, 0, 1, 19, 8, 0, 31, 30, 0, 10, 0, 11, 16, 0, 0, 16, 16
0, 5, 19, 12, 19, 10, 0, 12, 12, 0, 12, 0, 0, 27, 0, 14, 31, 0, 10, 27, 0, 10, 0, 0, 0, 0
0, 19, 3, 19, 0, 3, 1, 19, 0, 0, 0, 10, 12, 15, 28, 16, 0, 0, 0, 20, 27, 8, 12, 0, 0, 0
0, 0, 24, 27, 14, 28, 27, 0, 12, 12, 27, 0, 10, 0, 31, 0, 0, 0, 0, 0, 0, 0, 16, 14, 0, 0
0, 14, 19, 2, 29, 0, 8, 0, 0, 0, 0, 19, 0, 0, 0, 19, 0, 0, 0, 27, 14, 0, 27, 0, 0, 0
0, 10, 25, 10, 31, 17, 18, 19, 18, 0, 19, 0, 0, 16, 27, 0, 19, 0, 28, 0, 14, 27, 0, 27, 0, 12
0, 19, 12, 19, 11, 6, 0, 10, 16, 19, 0, 30, 19, 28, 14, 19, 0, 0, 0, 16, 0, 19, 0, 0, 0, 0
0, 20, 30, 21, 19, 28, 19, 3, 17, 16, 14, 19, 27, 0, 27, 0, 0, 0, 16, 0, 0, 0, 8, 14, 0, 12
0, 28, 10, 14, 14, 26, 19, 19, 16, 28, 0, 3, 10, 0, 0, 10, 0, 0, 0, 8, 0, 12, 0, 27, 0, 0
0, 14, 0, 14, 10, 0, 19, 4, 27, 19, 2, 0, 20, 0, 0, 10, 0, 0, 27, 0, 0, 27, 19, 14, 10, 0
0, 13, 14, 31, 6, 0, 0, 0, 0, 10, 10, 0, 16, 0, 0, 0, 0, 27, 0, 16, 8, 27, 0, 0, 8, 0
0, 19, 22, 12, 0, 0, 3, 19, 28, 14, 8, 20, 0, 0, 27, 19, 10, 19, 27, 27, 0, 0, 0, 12, 16, 0
0, 14, 29, 27, 19, 29, 10, 0, 10, 26, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 19
0, 10, 10, 10, 19, 14, 14, 27, 30, 28, 7, 0, 8, 27, 19, 0, 15, 0, 0, 0, 27, 3, 8, 31, 0, 31
0, 6, 13, 6, 17, 0, 19, 0, 0, 14, 0, 27, 0, 0, 0, 28, 0, 0, 0, 12, 0, 27, 16, 0, 0, 0
0, 14, 19, 3, 0, 17, 18, 0, 0, 10, 12, 0, 19, 0, 19, 0, 0, 0, 0, 20, 0, 16, 0, 0, 0, 0
0, 19, 19, 14, 31, 0, 16, 0, 0, 12, 16, 16, 11, 19, 0, 20, 19, 0, 0, 0, 16, 19, 10, 0, 0, 0
0, 19, 0, 14, 19, 0, 14, 27, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 27, 0, 19, 19
0, 19, 19, 19, 28, 14, 18, 10, 27, 0, 12, 0, 0, 19, 0, 16, 0, 0, 19, 10, 0, 16, 0, 30, 0, 0
0, 10, 6, 10, 27, 8, 0, 16, 29, 0, 27, 12, 31, 30, 0, 14, 8, 0, 0, 10, 0, 0, 0, 0, 0, 0
0, 5, 11, 10, 10, 10, 14, 10, 20, 19, 0, 19, 0, 14, 31, 0, 20, 0, 0, 18, 0, 8, 14, 0, 0, 19
0, 19, 10, 3, 16, 19, 27, 10, 0, 19, 18, 27, 0, 0, 12, 0, 10, 0, 0, 3, 10, 0, 20, 0, 12, 19
1, 5, 17, 5, 27, 1, 24, 5, 1, 1, 1, 1, 1, 9, 1, 1, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 21, 5, 25, 20, 3, 21, 15, 1, 1, 20, 25, 1, 1, 23, 13, 1, 1, 21, 1, 1, 1, 1, 23, 1, 13
1, 5, 5, 21, 13, 1, 13, 21, 13, 1, 3, 1, 9, 21, 21, 24, 9, 1, 17, 3, 13, 9, 1, 3, 9, 1
1, 10, 21, 13, 25, 3, 9, 13, 1, 15, 1, 7, 17, 5, 1, 1, 1, 9, 17, 1, 1, 15, 9, 1, 17, 1
1, 19, 3, 13, 3, 1, 20, 1, 21, 1, 25, 1, 1, 9, 1, 15, 1, 23, 1, 1, 1, 1, 1, 17, 1, 1
1, 5, 21, 20, 21, 3, 24, 1, 1, 25, 15, 1, 5, 1, 27, 20, 21, 1, 1, 1, 1, 1, 1, 20, 1, 1
1, 19, 25, 13, 21, 25, 1, 3, 1, 7, 3, 8, 1, 1, 1, 1, 25, 1, 3, 17, 1, 17, 1, 1, 9, 1
1, 13, 21, 9, 21, 1, 23, 21, 29, 29, 23, 1, 11, 1, 1, 1, 21, 1, 1, 1, 1, 21, 17, 1, 1, 17
1, 5, 24, 3, 7, 17, 21, 21, 3, 7, 20, 1, 1, 3, 15, 1, 1, 13, 15, 1, 1, 23, 1, 1, 1, 1
1, 19, 24, 21, 7, 9, 21, 25, 15, 21, 7, 13, 29, 13, 13, 1, 13, 1, 13, 13, 1, 1, 1, 1, 1, 1
1, 19, 21, 24, 15, 21, 25, 19, 1, 29, 1, 3, 1, 1, 9, 1, 1, 23, 1, 1, 3, 1, 1, 1, 1, 3
1, 3, 17, 7, 13, 13, 21, 1, 1, 25, 25, 9, 1, 15, 23, 9, 7, 17, 1, 1, 1, 1, 1, 17, 1, 23
1, 3, 3, 24, 1, 9, 3, 1, 21, 21, 1, 1, 13, 1, 17, 21, 17, 21, 1, 25, 1, 17, 1, 1, 1, 1
1, 6, 2, 17, 11, 7, 24, 3, 25, 15, 13, 25, 1, 1, 1, 25, 1, 25, 1, 25, 1, 3, 1, 15, 1, 1
1, 19, 21, 7, 24, 21, 15, 21, 13, 1, 9, 1, 1, 25, 1, 1, 15, 15, 17, 9, 13, 1, 1, 1, 9, 1
1, 3, 17, 23, 9, 24, 9, 1, 1, 25, 13, 1, 1, 1, 17, 3, 1, 3, 1, 1, 23, 1, 13, 15, 1, 17
1, 5, 21, 25, 21, 3, 23, 1, 7, 1, 21, 17, 1, 3, 1, 13, 1, 3, 1, 5, 1, 1, 1, 1, 1, 1
1, 5, 3, 15, 13, 25, 23, 13, 21, 1, 1, 3, 29, 1, 13, 1, 1, 1, 1, 1, 1, 11, 3, 1, 9, 1
1, 5, 3, 5, 3, 13, 1, 1, 9, 13, 17, 13, 9, 1, 1, 13, 29, 15, 15, 8, 1, 1, 1, 23, 1, 19
1, 5, 3, 25, 0, 25, 25, 21, 1, 25, 1, 3, 1, 1, 9, 1, 15, 3, 1, 13, 1, 13, 1, 1, 1, 1
1, 0, 19, 1, 21, 15, 7, 13, 25, 24, 1, 23, 1, 17, 1, 1, 1, 29, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 9, 15, 24, 1, 21, 25, 7, 1, 20, 19, 0, 1, 23, 1, 1, 25, 1, 1, 1, 1, 1, 1, 1, 3
1, 13, 7, 3, 21, 25, 25, 3, 8, 23, 25, 1, 1, 8, 1, 25, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 26, 15, 13, 8, 1, 3, 3, 20, 1, 25, 1, 23, 1, 1, 15, 1, 1, 3, 3, 21, 3, 1, 3, 15, 1
1, 5, 21, 21, 12, 1, 21, 3, 1, 1, 15, 13, 1, 13, 1, 20, 9, 15, 1, 1, 1, 1, 1, 1, 17, 1
1, 13, 19, 3, 21, 13, 12, 15, 3, 25, 25, 25, 3, 17, 17, 1, 1, 1, 1, 1, 1, 3, 13, 21, 1, 9
1, 10, 13, 1, 7, 9, 9, 23, 1, 17, 1, 5, 1, 13, 1, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 5, 19, 24, 3, 21, 15, 3, 29, 1, 3, 19, 1, 23, 11, 25, 1, 23, 1, 15, 9, 1, 25, 1, 1, 1
1, 19, 25, 31, 15, 1, 25, 17, 1, 1, 9, 1, 25, 25, 3, 21, 1, 23, 17, 1, 1, 1, 21, 1, 13, 1
1, 5, 27, 1, 25, 15, 17, 23, 15, 18, 1, 25, 1, 9, 1, 1, 25, 1, 1, 5, 1, 1, 1, 1, 9, 1
1, 21, 3, 1, 1, 15, 8, 25, 1, 1, 13, 1, 17, 19, 15, 1, 21, 1, 5, 1, 1, 1, 1, 1, 1, 21
1, 0, 21, 13, 27, 15, 25, 9, 20, 3, 25, 1, 20, 1, 1, 1, 1, 15, 1, 1, 1, 25, 17, 1, 1, 1
1, 13, 5, 5, 21, 1, 1, 17, 21, 1, 1, 1, 23, 21, 17, 15, 1, 1, 1, 1, 1, 21, 1, 1, 1, 9
1, 21, 19, 1, 24, 21, 5, 17, 21, 1, 25, 15, 1, 27, 1, 1, 1, 1, 1, 1, 25, 1, 13, 1, 1, 1
1, 5, 11, 3, 3, 1, 1, 3, 29, 1, 1, 23, 1, 13, 1, 23, 1, 1, 1, 1, 9, 1, 1, 1, 9, 1
1, 3, 7, 29, 21, 25, 1, 19, 23, 23, 1, 1, 25, 25, 1, 1, 13, 1, 1, 1, 1, 25, 1, 13, 15, 1
1, 13, 29, 19, 17, 25, 9, 1, 25, 1, 7, 3, 1, 25, 1, 1, 1, 27, 1, 25, 1, 1, 21, 1, 1, 1
1, 10, 15, 21, 1, 1, 1, 29, 1, 1, 19, 21, 1, 9, 13, 1, 1, 13, 5, 1, 15, 1, 1, 1, 1, 1
1, 0, 0, 5, 9, 5, 17, 17, 1, 17, 25, 9, 23, 1, 25, 1, 25, 1, 9, 25, 1, 1, 1, 1, 1, 1
1, 21, 25, 3, 25, 5, 7, 1, 23, 21, 13, 1, 23, 17, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 3, 7, 25, 3, 29, 15, 1, 9, 1, 1, 1, 1, 17, 23, 1, 15, 1, 1, 15, 1, 9, 1, 25, 1, 1
1, 10, 1, 3, 19, 21, 1, 21, 1, 1, 27, 13, 25, 25, 1, 1, 1, 1, 3, 25, 1, 3, 7, 3, 1, 1
1, 24, 13, 21, 21, 1, 23, 21, 1, 15, 3, 1, 1, 21, 7, 1, 1, 1, 1, 13, 1, 1, 13, 29, 1, 15
1, 19, 5, 8, 21, 21, 3, 25, 3, 1, 25, 1, 1, 1, 9, 21, 3, 13, 1, 1, 1, 23, 21, 25, 1, 1
1, 0, 21, 13, 21, 1, 15, 1, 15, 7, 1, 1, 1, 1, 8, 15, 1, 3, 1, 29, 1, 1, 1, 17, 1, 1
1, 3, 15, 5, 17, 9, 1, 31, 21, 1, 19, 1, 1, 1, 1, 1, 29, 1, 25, 1, 1, 1, 1, 1, 1, 9
1, 18, 10, 15, 13, 23, 25, 13, 23, 25, 1, 1, 25, 3, 1, 1, 5, 1, 1, 1, 1, 25, 15, 1, 1, 1
1, 13, 29, 5, 21, 25, 17, 21, 23, 25, 21, 1, 1, 1, 1, 1, 1, 1, 9, 1, 17, 1, 25, 1, 1, 21
1, 3, 17, 10, 23, 1, 8, 17, 25, 1, 9, 13, 1, 15, 8, 17, 1, 1, 21, 1, 21, 1, 1, 15, 1, 1
1, 5, 9, 29, 9, 19, 21, 23, 1, 1, 13, 19, 1, 1, 1, 1, 23, 1, 1, 1, 1, 8, 1, 1, 1, 1
1, 19, 25, 24, 9, 21, 21, 1, 23, 9, 1, 1, 9, 13, 1, 1, 20, 1, 3, 1, 1, 27, 1, 1, 1, 1
1, 5, 3, 15, 1, 23, 1, 1, 23, 17, 27, 1, 21, 23, 13, 13, 23, 17, 23, 25, 1, 15, 23, 1, 21, 1
1, 5, 13, 3, 23, 5, 3, 15, 17, 1, 1, 3, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 15, 3, 13, 15
1, 13, 13, 17, 2, 7, 15, 13, 23, 1, 1, 11, 1, 15, 3, 15, 15, 27, 15, 1, 21, 1, 1, 1, 25, 1
1, 23, 5, 13, 19, 27, 1, 9, 1, 15, 1, 1, 1, 9, 1, 27, 1, 13, 1, 13, 1, 3, 1, 25, 13, 1
1, 23, 25, 23, 0, 27, 15, 25, 1, 1, 15, 9, 23, 15, 1, 1, 1, 1, 17, 1, 3, 1, 1, 1, 1, 1
1, 5, 29, 21, 19, 19, 19, 15, 25, 17, 13, 1, 3, 1, 17, 21, 1, 1, 1, 1, 1, 1, 21, 1, 1, 3
1, 10, 1, 24, 24, 19, 7, 9, 1, 13, 21, 1, 20, 1, 9, 1, 1, 25, 1, 3, 1, 1, 1, 1, 3, 1
1, 19, 25, 8, 29, 5, 17, 15, 27, 3, 11, 13, 5, 20, 17, 1, 1, 1, 1, 1, 21, 13, 1, 1, 1, 17
1, 5, 5, 25, 3, 25, 24, 13, 15, 3, 3, 8, 3, 1, 25, 1, 1, 21, 1, 1, 17, 1, 1, 1, 1, 1
1, 5, 2, 19, 29, 1, 25, 21, 17, 4, 9, 21, 29, 21, 3, 1, 1, 1, 17, 15, 1, 1, 1, 1, 17, 21
1, 25, 19, 1, 9, 15, 1, 21, 9, 1, 1, 9, 15, 9, 1, 1, 1, 17, 1, 1, 1, 1, 1, 13, 1, 20
1, 5, 25, 11, 27, 23, 15, 13, 13, 23, 1, 5, 1, 1, 9, 1, 9, 1, 1, 1, 3, 1, 1, 23, 1, 1
1, 29, 1, 24, 9, 21, 25, 21, 3, 3, 1, 1, 1, 21, 1, 25, 20, 1, 17, 1, 1, 1, 1, 23, 3, 13
1, 6, 11, 25, 1, 15, 1, 23, 17, 13, 17, 1, 3, 15, 25, 23, 1, 9, 1, 9, 9, 1, 21, 1, 1, 1
1, 10, 11, 21, 25, 15, 1, 1, 15, 1, 13, 17, 25, 1, 13, 27, 9, 1, 1, 1, 15, 1, 1, 1, 17, 1
1, 21, 1, 8, 3, 1, 21, 23, 20, 27, 17, 20, 3, 1, 9, 1, 3, 13, 1, 1, 29, 1, 1, 1, 21, 1
1, 3, 19, 21, 25, 12, 3, 21, 24, 17, 9, 15, 23, 1, 1, 1, 9, 1, 25, 1, 17, 1, 23, 1, 1, 1
1, 21, 3, 29, 5, 28, 15, 9, 29, 7, 1, 1, 1, 15, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 5, 7, 5, 9, 25, 13, 3, 1, 1, 25, 17, 17, 1, 25, 1, 27, 21, 1, 1, 1, 21, 1, 13, 9, 1
1, 6, 17, 9, 1, 19, 24, 13, 1, 23, 21, 1, 1, 1, 9, 1, 23, 1, 1, 1, 15, 1, 13, 1, 1, 17
1, 19, 3, 3, 15, 29, 15, 21, 1, 1, 19, 21, 21, 1, 21, 1, 1, 1, 1, 21, 1, 1, 21, 9, 1, 1
1, 3, 3, 15, 5, 19, 29, 23, 9, 1, 1, 1, 3, 1, 1, 20, 15, 1, 1, 13, 1, 3, 1, 13, 1, 1
1, 5, 1, 27, 2, 11, 19, 25, 17, 25, 1, 17, 13, 21, 1, 1, 1, 1, 1, 25, 1, 1, 13, 15, 1, 1
1, 5, 13, 5, 1, 19, 1, 13, 23, 29, 1, 9, 1, 13, 17, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1
1, 19, 19, 13, 0, 21, 9, 24, 1, 1, 15, 1, 25, 3, 15, 13, 1, 15, 9, 15, 1, 13, 1, 1, 1, 1
1, 19, 5, 25, 1, 13, 17, 9, 3, 15, 1, 1, 1, 1, 1, 15, 15, 1, 1, 1, 1, 19, 1, 1, 1, 3
1, 5, 25, 13, 21, 1, 13, 1, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 20, 1, 7, 25, 1, 21, 3
1, 3, 5, 21, 15, 23, 29, 19, 25, 9, 17, 21, 1, 15, 13, 3, 9, 1, 21, 1, 25, 1, 1, 1, 1, 9
